                                        title                                        | year | rating | num_ratings | count 
 Sharonlyn Morrow             |            37 | Twister                                                                             |     2
 Sharon Maughan               |            17 | The Bank Job                                                                        |     2
 Sharon Rice                  |            57 | Raw Deal                                                                            |     2
 Sharon Spelman               |             8 | The Blob                                                                            |     2
 Sharon Stone                 |             1 | Basic Instinct 2                                                                    |     2
 Sharon Stone                 |             1 | Gloria                                                                              |     2
 Sharon Vaughn                |            37 | The Break-Up                                                                        |     3
 Sharon Wahl                  |            45 | Cousins                                                                             |     2
 Sharon Washington            |            19 | Michael Clayton                                                                     |     2
 Shary Guthrie                |            43 | Fever Pitch                                                                         |     2
 Shaughan Seymour             |             7 | Flawless                                                                            |     2
 Shaun Evans                  |             3 | Boy A                                                                               |     3
 Shaun Evans                  |            14 | Being Julia                                                                         |     2
 Shaun Flemming               |             3 | Teacher's Pet                                                                       |     2
 Shaun Hunter                 |            47 | Lethal Weapon                                                                       |     2
 Shaun Majumder               |            15 | The Ladies Man                                                                      |     2
 Shaun Majumder               |            18 | Harold & Kumar Go to White Castle                                                   |     2
 Shaun Padgett                |            33 | Problem Child 2                                                                     |     2
 Shaun Parkes                 |            11 | Notes on a Scandal                                                                  |     2
 Shaun Prendergast            |            40 | Henry V                                                                             |     2
 Shaun Toub                   |             5 | Crash                                                                               |     3
 Shaun Toub                   |            25 | Bad Boys                                                                            |     2
 Shaun Weiss                  |            43 | The Mighty Ducks                                                                    |     2
 Shawna Loyer                 |            19 | Thir13en Ghosts                                                                     |     3
 Shawn D. Howell              |            15 | 3:10 to Yuma                                                                        |     2
 Shawn Driscoll               |            33 | Prom Night                                                                          |     2
 Shawnee Smith                |             2 | The Blob                                                                            |     2
 Shawnee Smith                |            16 | The Island                                                                          |     2
 Shawn Fanning                |            32 | The Italian Job                                                                     |     2
 Shawn Hewitt                 |             8 | The Fly                                                                             |     2
 Shawn Huang                  |            65 | Charlie's Angels: Full Throttle                                                     |     2
 Shawn McLean                 |            60 | Frankie and Johnny                                                                  |     2
 Shawn Michael Howard         |            17 | Flirting with Disaster                                                              |     2
 Shawn Pyfrom                 |             9 | The Shaggy Dog                                                                      |     2
 Shawn Wayans                 |             1 | Don't Be a Menace to South Central While Drinking Your Juice in the Hood            |     2
 Shayne Wyler                 |            22 | Thir13en Ghosts                                                                     |     3
 Shea Whigham                 |            10 | Bad Company                                                                         |     3
 Shea Whigham                 |            10 | Man of the House                                                                    |     2
 Sheelah Megill               |            18 | We're No Angels                                                                     |     2
 Sheila Adams Barnhill        |            14 | The Last of the Mohicans                                                            |     2
 Sheila Chambers              |            23 | Mac and Me                                                                          |     2
 Sheila Kelley                |             4 | Some Girls                                                                          |     2
 Sheila Kelly                 |            16 | Some Girls                                                                          |     2
 Sheila McCarthy              |             8 | Being Julia                                                                         |     2
 Sheila Paige                 |            38 | Nobody's Fool                                                                       |     2
 Sheila Paterson              |            42 | Cousins                                                                             |     2
 Sheila Raynor                |            20 | The Omen                                                                            |     2
 Shelby Bond                  |            78 | Mona Lisa Smile                                                                     |     2
 Shelby Fenner                |            31 | The Guardian                                                                        |     2
 Shelby Hoffman               |             5 | Lemony Snicket's A Series of Unfortunate Events                                     |     2
 Shelby Kocurek               |            42 | The Missing                                                                         |     2
 Shelby Leverington           |            12 | The Island                                                                          |     2
 Shelby Leverington           |            19 | Cloak & Dagger                                                                      |     2
 Shelby Payne                 |            31 | The Big Sleep                                                                       |     2
 Sheldon Allman               |            15 | In Cold Blood                                                                       |     2
 Sheldon Peters Wolfchild     |            17 | The Scarlet Letter                                                                  |     2
 Sheldon Peters Wolfchild     |            46 | Dances with Wolves                                                                  |     2
 Shelley Dowdy                |            28 | Slackers                                                                            |     2
 Shelley Pogoda               |            57 | Die Hard                                                                            |     2
 Shelley Taylor Morgan        |            40 | Scarface                                                                            |     3
 Shelley Winters              |             2 | Lolita                                                                              |     2
 Shen Chan                    |             7 | Shao Lin san shi liu fang                                                           |     2
 Sheriden Jones               |            39 | The Beach                                                                           |     4
 Sherif Eltayeb               |            22 | Body of Lies                                                                        |     2
 Sherilyn Fenn                |             5 | Of Mice and Men                                                                     |     2
 Sheri Moon Zombie            |             2 | Halloween                                                                           |     2
 Sherri Brewer                |            12 | Shaft                                                                               |     2
 Sherri Stone Butler          |            22 | Mac and Me                                                                          |     2
 Sherry Ham                   |            36 | Trust the Man                                                                       |     2
 Sherry Lynn                  |             7 | Toy Story                                                                           |     2
 Shia LaBeouf                 |             1 | The Greatest Game Ever Played                                                       |     2
 Shia LaBeouf                 |             7 | Indiana Jones and the Kingdom of the Crystal Skull                                  |     2
 Shia LaBeouf                 |            11 | Charlie's Angels: Full Throttle                                                     |     2
 Shianne Kolb                 |            25 | Joshua                                                                              |     2
 Shido Nakamura               |            59 | Letters from Iwo Jima                                                               |     2
 Shidou Nakamura              |             5 | Letters from Iwo Jima                                                               |     2
 Shiek Mahmud-Bey             |            16 | See No Evil, Hear No Evil                                                           |     2
 Shiek Mahmud-Bey             |            20 | Kiss of Death                                                                       |     2
 Shiloh Strong                |            12 | Cabin Fever                                                                         |     2
 Shimadayu Toyotake           |            10 | Dolls                                                                               |     2
 Shimen Ruskin                |            24 | Shaft                                                                               |     2
 Shireen Crutchfield          |             6 | Love and a Bullet                                                                   |     2
 Shirell Ferguson             |            40 | Taxi                                                                                |     2
 Shirley Douglas              |             5 | Dead Ringers                                                                        |     2
 Shirley Douglas              |            11 | Lolita                                                                              |     2
 Shirley Eaton                |             5 | Goldfinger                                                                          |     2
 Shirley Jean Rickert         |            38 | Singin' in the Rain                                                                 |     3
 Shirley Kirks                |            49 | Frankie and Johnny                                                                  |     2
 Shirley MacLaine             |             3 | Steel Magnolias                                                                     |     2
 Shirley Stelfox              |            19 | Nineteen Eighty-Four                                                                |     2
 Shirley Stoler               |             8 | The Deer Hunter                                                                     |     2
 Shirley Tegge                |            40 | Strangers on a Train                                                                |     2
 Shirley Venard               |            14 | The Cure                                                                            |     2
 Shirly Brener                |            25 | Employee of the Month                                                               |     2
 Shobu Kapoor                 |            10 | Filth and Wisdom                                                                    |     2
 Shoji Hattori                |            31 | Letters from Iwo Jima                                                               |     2
 Shoshana Ascher              |             9 | Night of the Zombies                                                                |     2
 Shuai Chi                    |            10 | Smile                                                                               |     2
 Shuji Otake                  |             5 | Kagemusha                                                                           |     2
 Sian Martin                  |            41 | The Beach                                                                           |     4
 Sian Phillips                |            14 | Dune                                                                                |     2
 Sicily                       |             7 | How Stella Got Her Groove Back                                                      |     2
 Sid Caesar                   |            23 | Grease                                                                              |     2
 Sidede Onyulo                |             4 | Nirgendwo in Afrika                                                                 |     2
 Sid Grant                    |            86 | Mona Lisa Smile                                                                     |     2
 Sid Haig                     |            13 | Kill Bill: Vol. 2                                                                   |     2
 Sid Haig                     |            15 | Halloween                                                                           |     2
 Sidney Armus                 |            12 | Mixed Nuts                                                                          |     2
 Sidney Bracey                |            14 | Anna Karenina                                                                       |     2
 Sidney Jarvis                |             4 | Movie Crazy                                                                         |     3
 Sidney Lassick               |             8 | Carrie                                                                              |     2
 Sidney Skolsky               |            31 | Sunset Blvd.                                                                        |     2
 Sienna Guillory              |             4 | The Time Machine                                                                    |     3
 Sienna Miller                |             1 | Interview                                                                           |     2
 Sienna Miller                |             6 | Alfie                                                                               |     2
 Sig Arno                     |             8 | Die Büchse der Pandora                                                              |     2
 Sigifredo Ismare             |            16 | The Mission                                                                         |     2
 Signe Hasso                  |             9 | Heaven Can Wait                                                                     |     2
 Sigourney Weaver             |             1 | Alien³                                                                              |     2
 Sigourney Weaver             |             2 | Galaxy Quest                                                                        |     2
 Sig Ruman                    |            38 | To Be or Not to Be                                                                  |     2
 Sig Rumann                   |             7 | To Be or Not to Be                                                                  |     2
 Silas Carson                 |             9 | Flawless                                                                            |     2
 Silas Carson                 |            21 | Star Wars: Episode II - Attack of the Clones                                        |     2
 Silas Carson                 |            29 | Star Wars: Episode III - Revenge of the Sith                                        |     2
 Silas Kerati                 |            16 | Nirgendwo in Afrika                                                                 |     2
 Silas Weir Mitchell          |             8 | The Whole Ten Yards                                                                 |     2
 Silvana Mangano              |            10 | Dune                                                                                |     2
 Silver Butler                |            36 | 4: Rise of the Silver Surfer                                                        |     2
 Silvestre Chiripua           |            19 | The Mission                                                                         |     2
 Silvestre Rasuk              |             5 | Raising Victor Vargas                                                               |     2
 Sim Evan-Jones               |            49 | The Chronicles of Narnia: Prince Caspian                                            |     2
 Simon Abkarian               |             6 | Casino Royale                                                                       |     2
 Simón Andreu                 |            16 | The Chronicles of Narnia: Prince Caspian                                            |     2
 Simon Baker - III            |            13 | The Missing                                                                         |     2
 Simon Bennett                |            14 | Where the Heart Is                                                                  |     2
 Simon Callow                 |             5 | No Man's Land                                                                       |     2
 Simon Callow                 |             6 | The Phantom of the Opera                                                            |     5
 Simon Chin                   |            19 | Sleepwalking                                                                        |     2
 Simon Cox                    |            41 | Casino Royale                                                                       |     2
 Simon Day                    |            18 | Flawless                                                                            |     2
 Simone De La Rue             |           101 | The Phantom of the Opera                                                            |     5
 Simone Huber                 |            47 | The Beach                                                                           |     4
 Simon Elise Girard           |            11 | Shattered Glass                                                                     |     2
 Simonetta Stefanelli         |            30 | The Godfather                                                                       |     2
 Simon Holmes                 |            37 | V for Vendetta                                                                      |     2
 Simon Kunz                   |             6 | The Parent Trap                                                                     |     2
 Simon Kunz                   |            16 | Match Point                                                                         |     2
 Simon Mann                   |            12 | Bloody Sunday                                                                       |     2
 Simon Mason                  |            16 | The Mother                                                                          |     2
 Simon McBurney               |             9 | Body of Lies                                                                        |     2
 Simon Newby                  |            64 | V for Vendetta                                                                      |     2
 Simon Oakland                |             7 | Psycho                                                                              |     2
 Simon O'Connor               |             6 | Heavenly Creatures                                                                  |     2
 Simon Pegg                   |             1 | Hot Fuzz                                                                            |     2
 Simon Pegg                   |             1 | Run Fatboy Run                                                                      |     2
 Simon Pegg                   |            10 | Mission: Impossible III                                                             |     2
 Simon Reynolds               |             6 | The Prize Winner of Defiance, Ohio                                                  |     2
 Simon Rhee                   |            15 | The Italian Job                                                                     |     2
 Simon Shepherd               |            11 | Henry V                                                                             |     2
 Simon Woods                  |            28 | Pride & Prejudice                                                                   |     2
 Sinead Cusack                |             5 | Eastern Promises                                                                    |     2
 Sinead Cusack                |             9 | V for Vendetta                                                                      |     2
 Sinead Matthews              |            18 | Pride & Prejudice                                                                   |     2
 Siobhan Fallon               |             7 | Funny Games U.S.                                                                    |     2
 Siobhan Fallon-Hogan         |            20 | Charlotte's Web                                                                     |     2
 Siobhan Fallon-Hogan         |            27 | Fever Pitch                                                                         |     2
 Siobhan Finneran             |             8 | Boy A                                                                               |     3
 Siobhan Flynn                |            39 | The Island                                                                          |     2
 Siobhan McKenna              |             2 | King of Kings                                                                       |     2
 Sira Patrat                  |             2 | Van Helsing                                                                         |     2
 Siriaque                     |            14 | King Solomon's Mines                                                                |     3
 Sisqo                        |             4 | Get Over It                                                                         |     2
 Sissy Spacek                 |             1 | Carrie                                                                              |     2
 Sissy Spacek                 |             8 | North Country                                                                       |     3
 Sitiporn Niyom               |             5 | Beautiful Boxer                                                                     |     2
 Sixto Ramos                  |            22 | Taxi                                                                                |     2
 Skandar Keynes               |             2 | The Chronicles of Narnia: Prince Caspian                                            |     2
 Skeet Ulrich                 |             8 | Albino Alligator                                                                    |     2
 Skeryongo                    |            15 | King Solomon's Mines                                                                |     3
 Skip Evans                   |            57 | Letters from Iwo Jima                                                               |     2
 Skip Long                    |            53 | Appaloosa                                                                           |     2
 Skip O'Brien                 |             6 | The Hitcher                                                                         |     2
 Skip Reissig                 |            16 | Planet Terror                                                                       |     2
 Skye Bennett                 |            10 | Boy A                                                                               |     3
 Skye McCole Bartusiak        |             3 | Boogeyman                                                                           |     2
 Skyler Gisondo               |            25 | Halloween                                                                           |     2
 Skyler Stone                 |            23 | The Rules of Attraction                                                             |     2
 Slade Pearce                 |            20 | Yours, Mine and Ours                                                                |     2
 Slain                        |            13 | Gone Baby Gone                                                                      |     2
 Slim Pickens                 |             5 | Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb                |     2
 Sloane Shelton               |            24 | Lean on Me                                                                          |     2
 Smoki Whitfield              |            16 | Born Yesterday                                                                      |     2
 Snezana Markovic             |            18 | The Hunting Party                                                                   |     3
 Snitz Edwards                |             2 | The Thief of Bagdad                                                                 |     3
 Socorro Santiago             |            30 | The Associate                                                                       |     2
 Socorro Santiago             |            34 | Raw Deal                                                                            |     2
 Sofia Coppola                |            34 | The Godfather                                                                       |     2
 Sofia Milos                  |             9 | The Ladies Man                                                                      |     2
 Sojin                        |             5 | The Thief of Bagdad                                                                 |     3
 Sojin Jr.                    |            25 | Shichinin no samurai                                                                |     2
 Solomon Singer               |           101 | Mona Lisa Smile                                                                     |     2
 Solveig Dommartin            |             2 | Der Himmel über Berlin                                                              |     2
 Somboon Phutaroth            |            27 | The Beach                                                                           |     4
 Somchai Santitarangkul       |            25 | The Beach                                                                           |     4
 Somkuan "Kuan" Siroon        |            33 | The Beach                                                                           |     4
 Somsak Tuangmkuda            |            11 | Beautiful Boxer                                                                     |     2
 Somsak Tuangmukda            |             7 | Beautiful Boxer                                                                     |     2
 Somsak Wongsa                |            33 | Rambo                                                                               |     2
 Sondre Lerche                |            32 | Dan in Real Life                                                                    |     2
 Sonia Darrin                 |            11 | The Big Sleep                                                                       |     2
 Sonia Viviani                |             7 | Incubo sulla città contaminata                                                      |     2
 Sonja Neudorfer              |             9 | Lola                                                                                |     2
 Sonnie Sands                 |            21 | The Bellboy                                                                         |     2
 Sonny Dukes                  |            25 | The Wizard                                                                          |     2
 Sonny Landham                |             6 | Predator                                                                            |     3
 Sonny Landham                |             7 | 48 Hrs.                                                                             |     2
 Sonny Landham                |            26 | The Warriors                                                                        |     2
 Sonny Saito                  |            14 | Letters from Iwo Jima                                                               |     2
 Sonny Sands                  |             6 | The Bellboy                                                                         |     2
 Soo Drouet                   |            11 | Robin Hood: Prince of Thieves                                                       |     2
 Soon-Teck Oh                 |             2 | Missing in Action 2: The Beginning                                                  |     2
 Soon-Tek Oh                  |            20 | Missing in Action 2: The Beginning                                                  |     2
 Sophia Bush                  |             2 | The Hitcher                                                                         |     2
 Sophia Bush                  |             7 | Stay Alive                                                                          |     2
 Sophia Hurdley               |            59 | The Phantom of the Opera                                                            |     5
 Sophia Messina               |             6 | Private Parts                                                                       |     2
 Sophia Myles                 |             7 | Underworld                                                                          |     2
 Sophia Myles                 |            13 | Underworld: Evolution                                                               |     2
 Sophia New                   |            69 | V for Vendetta                                                                      |     2
 Sophie                       |            51 | Flash Gordon                                                                        |     2
 Sophie Louise Dann           |            47 | The Phantom of the Opera                                                            |     5
 Sophie Von Haselberg         |            83 | Frankie and Johnny                                                                  |     2
 Sophie Wyburd                |            32 | Peter Pan                                                                           |     2
 Sorapong Chatree             |             8 | Beautiful Boxer                                                                     |     2
 Sorapong Chatri              |             2 | Beautiful Boxer                                                                     |     2
 Sornram Patchimtasanakarn    |            23 | Rambo                                                                               |     2
 Sorrell Booke                |            11 | Fail-Safe                                                                           |     2
 Sos Sarkisyan                |             6 | Solyaris                                                                            |     2
 Spencer Achtymichuk          |            33 | The Final Cut                                                                       |     2
 Spencer Breslin              |             5 | The Shaggy Dog                                                                      |     2
 Spencer Charters             |             7 | Movie Crazy                                                                         |     3
 Spencer Charters             |            17 | The Hunchback of Notre Dame                                                         |     3
 Spencer Garrett              |            14 | Yes Man                                                                             |     3
 Spencer Garrett              |            15 | Albino Alligator                                                                    |     2
 Spencer Henderson            |            23 | Steel Magnolias                                                                     |     2
 Spencer Tracy                |             1 | Bad Day at Black Rock                                                               |     2
 Spencer Treat Clark          |            12 | Gladiator                                                                           |     2
 Spike Hogan                  |            41 | Peter Pan                                                                           |     2
 Spike Jonze                  |            11 | The Game                                                                            |     2
 Spring Byington              |             6 | Heaven Can Wait                                                                     |     2
 Spring Byington              |            11 | Mutiny on the Bounty                                                                |     2
 Sqad Up                      |             2 | Deja Vu                                                                             |     2
 Squire Fridell               |            12 | Village of the Damned                                                               |     2
 Srecko Franovic              |            29 | The Hunting Party                                                                   |     3
 Stacey Elliott               |            13 | A Nightmare on Elm Street: The Dream Child                                          |     2
 Stacey Travis                |             3 | Venom                                                                               |     2
 Stacey Travis                |             6 | Bandits                                                                             |     2
 Stacey Williams              |            52 | Jerry Maguire                                                                       |     2
 Staci Flood                  |            51 | Charlie's Angels: Full Throttle                                                     |     2
 Stacy A. Hart                |            13 | The Beach                                                                           |     4
 Stacy Ferguson               |            25 | Planet Terror                                                                       |     2
 Stacy Linn Ramsower          |            28 | Tank Girl                                                                           |     2
 Stacy Marie Warden           |             6 | Conspiracy                                                                          |     2
 Stacy Peralta                |             3 | Stoked: The Rise and Fall of Gator                                                  |     2
 Staffan Kihlbom              |            18 | The Beach                                                                           |     4
 Stafford Repp                |             9 | Batman                                                                              |     2
 Stan Collymore               |             9 | Basic Instinct 2                                                                    |     2
 Stanhope Wheatcroft          |            11 | City Lights                                                                         |     2
 Stan Johnson                 |            22 | Sunset Blvd.                                                                        |     2
 Stan Laurel                  |             1 | Babes in Toyland                                                                    |     2
 Stan Lee                     |            14 | X-Men                                                                               |     2
 Stan Lee                     |            35 | 4: Rise of the Silver Surfer                                                        |     2
 Stan Levitt                  |            21 | In Cold Blood                                                                       |     2
 Stanley Anderson             |            10 | Runaway Jury                                                                        |     2
 Stanley Blystone             |            13 | Modern Times                                                                        |     2
 Stanley de Santis            |             9 | The Truth About Cats & Dogs                                                         |     2
 Stanley de Santis            |            14 | Black Moon Rising                                                                   |     2
 Stanley de Santis            |            16 | The Aviator                                                                         |     2
 Stanley DeSantis             |            28 | The Aviator                                                                         |     2
 Stanley Fields               |            15 | Mutiny on the Bounty                                                                |     2
 Stanley Jordan               |            32 | Blind Date                                                                          |     2
 Stanley J. Sanford           |            38 | Modern Times                                                                        |     2
 Stanley J. ('Tiny') Sandf... |             4 | Modern Times                                                                        |     2
 Stanley Lebor                |            47 | Flash Gordon                                                                        |     2
 Stanley Prager               |             7 | A Foreign Affair                                                                    |     2
 Stanley Price                |            37 | Road to Morocco                                                                     |     2
 Stanley Price                |            96 | The Ten Commandments                                                                |     2
 Stanley Ridges               |             6 | To Be or Not to Be                                                                  |     2
 Stanley Sessoms              |            91 | Jerry Maguire                                                                       |     2
 Stanley "Tiny" Sandford      |            35 | Modern Times                                                                        |     2
 Stanley Townsend             |            13 | Flawless                                                                            |     2
 Stanley Townsend             |            25 | Into the West                                                                       |     2
 Stanley Tucci                |             4 | Shall We Dance                                                                      |     2
 Stanley Tucci                |             6 | Kiss of Death                                                                       |     2
 Stan Mikita                  |            33 | Wayne's World                                                                       |     2
 Stan Ross                    |            33 | Beyond the Valley of the Dolls                                                      |     2
 Stark Sands                  |            11 | Shall We Dance                                                                      |     2
 Star Townshend               |            14 | Buddy                                                                               |     2
 Stefan Arngrim               |             6 | The Final Cut                                                                       |     2
 Stefan Clapczynski           |            14 | Funny Games U.S.                                                                    |     2
 Stefan Gierasch              |             9 | Carrie                                                                              |     2
 Stefan Kalipha               |            24 | Indiana Jones and the Last Crusade                                                  |     2
 Stefano Accorsi              |             3 | La faute à Fidel!                                                                   |     2
 Stefano Petronelli           |            40 | The Italian Job                                                                     |     2
 Stefano Rocchetti            |            47 | The In-Laws                                                                         |     2
 Stefanos Miltsakakis         |            21 | Weekend at Bernie's                                                                 |     2
 Stef Burns                   |            21 | Wayne's World                                                                       |     2
 Stella Adams                 |            16 | The Vampire Bat                                                                     |     2
 Stella Hall                  |            26 | Die Hard                                                                            |     2
 Stella Hao                   |            58 | Mona Lisa Smile                                                                     |     2
 Stellan Skarsgård            |             5 | King Arthur                                                                         |     2
 Stellan Skarsgård            |             6 | Deep Blue Sea                                                                       |     2
 Stellan Skarsgård            |            12 | Pirates of the Caribbean: At World's End                                            |     2
 Stella Vitelleschi           |            16 | Ben-Hur                                                                             |     2
 Stéphane Boucher             |            20 | Tais-toi!                                                                           |     2
 Stéphane Ferrara             |            26 | Alexander                                                                           |     2
 Stéphane Jacquot             |            34 | Tais-toi!                                                                           |     2
 Stéphane Roux                |            17 | Ratatouille                                                                         |     2
 Stephanie Astalos Jones      |            19 | Miami Vice                                                                          |     2
 Stephanie Barnes             |            16 | The Guardian                                                                        |     2
 Stephanie Courtney           |             9 | The Heartbreak Kid                                                                  |     2
